source_article,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20
111.0,1305.0,1314.0,1338.0,1164.0,1163.0,1436.0,1276.0,1185.0,1162.0,1330.0,1172.0,1429.0,1400.0,1430.0,1165.0,1367.0,1364.0,1354.0,1052.0,379.0
939.0,1429.0,1427.0,1330.0,1185.0,1314.0,1276.0,1172.0,1364.0,43.0,1368.0,1160.0,1305.0,1304.0,12.0,1431.0,1293.0,1162.0,1338.0,1360.0,1367.0
720.0,1429.0,1293.0,43.0,29.0,1172.0,1431.0,1304.0,1330.0,12.0,1351.0,20.0,1360.0,1162.0,1436.0,1338.0,812.0,1343.0,1276.0,1423.0,1305.0
29.0,1429.0,1293.0,43.0,1172.0,1162.0,12.0,1431.0,1330.0,1305.0,1423.0,969.0,1338.0,1276.0,1436.0,943.0,729.0,1360.0,213.0,482.0,109.0
1042.0,1336.0,1314.0,1354.0,1330.0,593.0,1393.0,390.0,1160.0,1427.0,1052.0,1428.0,1436.0,1293.0,1320.0,1351.0,651.0,415.0,1338.0,1017.0,943.0
679.0,1400.0,1158.0,1405.0,1412.0,1328.0,1172.0,1324.0,898.0,1320.0,1313.0,1432.0,1431.0,1163.0,1420.0,362.0,1304.0,1170.0,1441.0,1070.0,1157.0
382.0,1364.0,1330.0,1162.0,1427.0,1338.0,316.0,1436.0,1320.0,33.0,1431.0,1429.0,1271.0,725.0,1160.0,1351.0,1274.0,1416.0,124.0,1305.0,260.0
651.0,1429.0,1314.0,1351.0,1274.0,1293.0,1364.0,1162.0,1172.0,1330.0,164.0,1432.0,1393.0,1160.0,1176.0,1175.0,1343.0,681.0,1170.0,1354.0,1360.0
1398.0,1427.0,1429.0,1170.0,1354.0,1330.0,1351.0,1431.0,1364.0,1293.0,43.0,1436.0,1338.0,1314.0,1185.0,1282.0,1430.0,1160.0,1432.0,124.0,1394.0
20.0,1429.0,1293.0,1330.0,1364.0,1351.0,812.0,1170.0,1354.0,1398.0,1305.0,124.0,1427.0,116.0,684.0,240.0,1054.0,151.0,1056.0,1338.0,43.0
57.0,1429.0,1162.0,1170.0,1393.0,1293.0,1364.0,1351.0,1172.0,1314.0,241.0,1165.0,1271.0,43.0,1368.0,1432.0,1305.0,1304.0,1436.0,1175.0,1330.0
1394.0,1393.0,1429.0,1398.0,1293.0,1330.0,1185.0,1405.0,1160.0,1314.0,1338.0,1174.0,1427.0,1304.0,1014.0,1354.0,1364.0,1305.0,26.0,1432.0,1368.0
1403.0,1405.0,1330.0,1271.0,1398.0,1170.0,1436.0,1360.0,1328.0,1404.0,1052.0,1160.0,43.0,1429.0,1281.0,1165.0,98.0,1336.0,1354.0,124.0,1351.0
1057.0,1429.0,1427.0,1330.0,1431.0,1398.0,1351.0,1436.0,1170.0,1336.0,1354.0,1160.0,1282.0,1053.0,1172.0,1343.0,1185.0,1183.0,1271.0,1338.0,1276.0
109.0,1429.0,43.0,1427.0,1330.0,1172.0,1431.0,1293.0,29.0,1276.0,1170.0,1162.0,1364.0,1436.0,1351.0,1354.0,124.0,1185.0,1314.0,1338.0,1305.0
1060.0,1429.0,1330.0,1430.0,1427.0,1185.0,1431.0,1364.0,510.0,1054.0,1398.0,1351.0,1436.0,1368.0,1314.0,448.0,1304.0,1276.0,1386.0,1393.0,1293.0
68.0,1170.0,542.0,812.0,1391.0,1050.0,1431.0,1398.0,124.0,1429.0,1336.0,1017.0,20.0,1354.0,1364.0,1184.0,240.0,1172.0,1162.0,855.0,43.0
740.0,809.0,1163.0,1185.0,1330.0,1398.0,1338.0,1430.0,1420.0,1431.0,1172.0,609.0,1318.0,205.0,173.0,727.0,108.0,1436.0,1437.0,1336.0,1170.0
1407.0,1330.0,1427.0,1276.0,1172.0,1278.0,1271.0,1150.0,1429.0,1170.0,732.0,1296.0,1360.0,1356.0,1304.0,1409.0,1364.0,1393.0,1403.0,193.0,1160.0
1274.0,1314.0,1429.0,1364.0,1330.0,1293.0,1176.0,1427.0,1351.0,1354.0,1160.0,1163.0,1162.0,1431.0,1393.0,681.0,1185.0,1436.0,730.0,651.0,1338.0
1048.0,1293.0,1364.0,1429.0,43.0,1431.0,20.0,116.0,1427.0,1332.0,260.0,1330.0,1172.0,124.0,1165.0,1314.0,1304.0,1354.0,1367.0,1054.0,1351.0
146.0,1052.0,1336.0,634.0,1186.0,1162.0,1165.0,1172.0,1436.0,1351.0,1163.0,162.0,151.0,108.0,1170.0,542.0,695.0,1176.0,645.0,1304.0,381.0
1354.0,1429.0,1427.0,1293.0,1330.0,1436.0,1351.0,1172.0,1170.0,1431.0,1314.0,1364.0,43.0,1398.0,1185.0,1160.0,1162.0,1276.0,1393.0,1338.0,1336.0
213.0,1429.0,1162.0,1293.0,43.0,1431.0,1393.0,29.0,1172.0,1330.0,1305.0,12.0,1276.0,969.0,1364.0,1360.0,1436.0,1423.0,1338.0,943.0,729.0
1014.0,1429.0,1431.0,1436.0,1293.0,1427.0,43.0,1172.0,1394.0,1338.0,1351.0,1330.0,1304.0,1364.0,1185.0,1354.0,109.0,1368.0,510.0,1314.0,1398.0
1077.0,43.0,1427.0,1429.0,1163.0,1368.0,1185.0,1276.0,1330.0,1059.0,1296.0,1271.0,1314.0,1338.0,1052.0,164.0,1305.0,353.0,1431.0,1336.0,1074.0
933.0,1427.0,1429.0,1185.0,1364.0,1314.0,1351.0,251.0,1436.0,43.0,1330.0,124.0,103.0,1354.0,1170.0,125.0,109.0,1430.0,645.0,1398.0,1172.0
1050.0,1170.0,1364.0,1398.0,20.0,812.0,542.0,124.0,43.0,1336.0,1429.0,600.0,164.0,1162.0,237.0,1343.0,1305.0,1330.0,1293.0,109.0,1393.0
1181.0,1429.0,1431.0,1293.0,1330.0,1162.0,43.0,1172.0,29.0,1436.0,1305.0,1304.0,12.0,1338.0,1354.0,1160.0,1276.0,1427.0,1423.0,1364.0,1185.0
1291.0,1429.0,1293.0,29.0,43.0,1172.0,1170.0,1162.0,1338.0,1423.0,1330.0,1305.0,969.0,12.0,1431.0,1165.0,943.0,1336.0,1354.0,729.0,1276.0
299.0,1429.0,1293.0,1431.0,1165.0,29.0,43.0,1172.0,1427.0,1430.0,1330.0,1162.0,1164.0,1338.0,1276.0,1436.0,1305.0,1354.0,1423.0,969.0,12.0
1254.0,1330.0,1429.0,1393.0,1160.0,1351.0,1185.0,1174.0,1293.0,1395.0,1430.0,1162.0,1360.0,1422.0,1437.0,1172.0,1164.0,600.0,1343.0,1436.0,1427.0
353.0,1427.0,1429.0,1162.0,1293.0,1305.0,1336.0,1364.0,1160.0,1185.0,600.0,1172.0,20.0,1170.0,1163.0,43.0,486.0,1054.0,891.0,1314.0,1430.0
237.0,1429.0,1431.0,1293.0,43.0,1422.0,1172.0,1170.0,1427.0,1436.0,1364.0,409.0,1439.0,29.0,12.0,1276.0,1330.0,1162.0,1292.0,1354.0,1351.0
1336.0,1431.0,1330.0,1429.0,1170.0,1427.0,1293.0,1160.0,1436.0,1185.0,1354.0,1351.0,43.0,1172.0,1364.0,1343.0,1165.0,1314.0,1368.0,1052.0,1162.0
517.0,1429.0,1293.0,29.0,43.0,1172.0,930.0,1162.0,686.0,1423.0,1330.0,1305.0,969.0,12.0,1431.0,943.0,1338.0,729.0,1276.0,1436.0,751.0
855.0,1429.0,542.0,1175.0,1364.0,1052.0,1162.0,1170.0,124.0,1054.0,1165.0,1274.0,164.0,116.0,1050.0,1398.0,1427.0,1160.0,1425.0,462.0,409.0
583.0,1427.0,1314.0,1431.0,1364.0,1330.0,1163.0,1338.0,1293.0,1185.0,1436.0,1400.0,1354.0,1276.0,1420.0,1429.0,1052.0,1393.0,1160.0,1422.0,1368.0
437.0,673.0,1400.0,153.0,1274.0,82.0,686.0,521.0,230.0,1418.0,1053.0,764.0,1356.0,955.0,1396.0,720.0,1313.0,,,,
336.0,1429.0,1364.0,1293.0,43.0,1162.0,1436.0,1330.0,1427.0,1172.0,1431.0,1276.0,1360.0,29.0,1338.0,1185.0,164.0,1155.0,1170.0,1354.0,1163.0
508.0,1293.0,1364.0,1393.0,681.0,1343.0,1276.0,1330.0,1164.0,1162.0,1351.0,1354.0,1436.0,1314.0,1170.0,525.0,1185.0,812.0,1171.0,600.0,20.0
295.0,1429.0,1293.0,1427.0,43.0,1185.0,1360.0,1314.0,1172.0,29.0,1400.0,1338.0,1162.0,1423.0,1276.0,1436.0,681.0,1393.0,1330.0,1431.0,943.0
1404.0,1281.0,1437.0,1271.0,1403.0,1367.0,482.0,1304.0,732.0,1328.0,1320.0,1181.0,1330.0,1150.0,1174.0,1332.0,1368.0,1162.0,223.0,1405.0,193.0
764.0,542.0,43.0,1367.0,812.0,1219.0,1050.0,1170.0,1336.0,1296.0,593.0,1351.0,2.0,1016.0,1271.0,651.0,1435.0,600.0,1330.0,1025.0,795.0
727.0,1271.0,1314.0,1436.0,108.0,1185.0,651.0,1343.0,1330.0,1296.0,1427.0,1276.0,1431.0,1429.0,1174.0,1435.0,812.0,933.0,1351.0,1293.0,1163.0
626.0,1052.0,1427.0,1430.0,809.0,1160.0,1406.0,585.0,1305.0,1183.0,668.0,1431.0,1185.0,1363.0,1170.0,1054.0,310.0,477.0,1180.0,732.0,1429.0
142.0,1164.0,1330.0,1172.0,1271.0,1368.0,1276.0,1163.0,1436.0,1427.0,1314.0,1170.0,1304.0,1338.0,880.0,1052.0,981.0,1162.0,1386.0,302.0,415.0
563.0,1170.0,1354.0,1305.0,600.0,1276.0,20.0,1436.0,1336.0,1052.0,1053.0,1364.0,1422.0,1338.0,1172.0,1330.0,1025.0,821.0,975.0,390.0,542.0
1440.0,1431.0,1281.0,1410.0,1298.0,793.0,609.0,1404.0,1427.0,1271.0,1356.0,1328.0,1225.0,1185.0,1358.0,684.0,955.0,785.0,891.0,981.0,1276.0
684.0,1330.0,1293.0,1364.0,20.0,1393.0,1162.0,1429.0,1354.0,1427.0,268.0,1314.0,151.0,1185.0,525.0,43.0,1170.0,1165.0,1172.0,1436.0,1304.0
1367.0,1429.0,1330.0,1162.0,1338.0,1436.0,1431.0,1305.0,1172.0,1427.0,1435.0,43.0,1364.0,1293.0,12.0,1276.0,1354.0,241.0,1368.0,1332.0,29.0
1295.0,1330.0,1367.0,482.0,876.0,213.0,1333.0,1116.0,1431.0,1160.0,905.0,1172.0,1271.0,1404.0,732.0,108.0,223.0,1435.0,673.0,727.0,943.0
1402.0,1271.0,1328.0,1219.0,1170.0,1052.0,1356.0,1338.0,1305.0,1166.0,1304.0,1314.0,1436.0,1320.0,1410.0,1280.0,732.0,1150.0,1164.0,1185.0,1336.0
266.0,1364.0,122.0,1405.0,53.0,1349.0,732.0,965.0,651.0,1163.0,1160.0,1336.0,390.0,1274.0,1422.0,1304.0,1431.0,1277.0,1348.0,1190.0,939.0
759.0,1429.0,1170.0,1330.0,448.0,1165.0,1016.0,43.0,57.0,353.0,1185.0,125.0,1172.0,2.0,933.0,1296.0,131.0,101.0,1336.0,1160.0,1426.0
236.0,1429.0,1162.0,1172.0,1427.0,1293.0,43.0,29.0,1400.0,1330.0,1305.0,1314.0,1185.0,1338.0,12.0,1436.0,241.0,1368.0,732.0,1354.0,1174.0
404.0,1304.0,1169.0,693.0,142.0,1282.0,1163.0,515.0,1320.0,1336.0,880.0,1042.0,1328.0,1166.0,132.0,,,,,,
600.0,1170.0,1330.0,151.0,1429.0,1364.0,1293.0,124.0,1336.0,1427.0,1305.0,593.0,1354.0,20.0,1304.0,1398.0,268.0,43.0,369.0,1351.0,260.0
1348.0,390.0,1354.0,1427.0,1349.0,732.0,1364.0,122.0,1261.0,53.0,266.0,965.0,1336.0,1405.0,1055.0,1329.0,1160.0,1304.0,1190.0,939.0,844.0
1190.0,1304.0,1368.0,1053.0,1354.0,1293.0,1054.0,1165.0,1172.0,1170.0,50.0,1364.0,1429.0,1336.0,681.0,1436.0,43.0,1349.0,1261.0,1160.0,651.0
1358.0,108.0,1427.0,1396.0,1423.0,1431.0,977.0,43.0,12.0,1429.0,1410.0,1298.0,1436.0,844.0,1169.0,151.0,1364.0,1025.0,1276.0,1271.0,958.0
1168.0,1431.0,1364.0,1429.0,1351.0,1436.0,1427.0,1274.0,477.0,1314.0,1163.0,1343.0,1330.0,1162.0,1164.0,1276.0,1320.0,1317.0,1398.0,1160.0,1057.0
1197.0,1170.0,1053.0,1054.0,975.0,1276.0,1051.0,681.0,1260.0,1165.0,936.0,369.0,542.0,1338.0,1354.0,1052.0,1261.0,20.0,1164.0,1336.0,1437.0
861.0,1429.0,1293.0,1430.0,1338.0,1330.0,1160.0,1432.0,1427.0,1314.0,1431.0,809.0,1351.0,1393.0,1162.0,1274.0,1172.0,1185.0,1174.0,1276.0,1364.0
955.0,1314.0,98.0,1162.0,1431.0,1160.0,1330.0,1436.0,725.0,283.0,33.0,965.0,1017.0,1163.0,189.0,1430.0,1180.0,1391.0,729.0,1274.0,844.0
903.0,1431.0,1330.0,1162.0,1429.0,241.0,1427.0,1172.0,1393.0,1436.0,1160.0,1185.0,1314.0,1364.0,1317.0,1305.0,1430.0,1016.0,1174.0,1166.0,1395.0
1434.0,108.0,1324.0,1400.0,1431.0,1328.0,1429.0,1394.0,1364.0,1185.0,1405.0,1271.0,1426.0,278.0,1432.0,1158.0,1412.0,1420.0,164.0,1336.0,1351.0
678.0,1393.0,949.0,1304.0,1170.0,1293.0,1351.0,420.0,993.0,486.0,695.0,1276.0,250.0,1426.0,1059.0,930.0,1400.0,881.0,1430.0,1427.0,268.0
1408.0,1405.0,1271.0,1406.0,1407.0,1400.0,1314.0,1411.0,1396.0,1403.0,1398.0,1443.0,1052.0,1410.0,1296.0,1276.0,1174.0,111.0,844.0,1017.0,981.0
761.0,1429.0,43.0,1293.0,1172.0,1330.0,29.0,1276.0,1162.0,1427.0,1338.0,1305.0,12.0,1431.0,1278.0,1364.0,1354.0,1185.0,1436.0,109.0,1314.0
682.0,1429.0,1330.0,43.0,1293.0,1162.0,29.0,1172.0,1431.0,1305.0,12.0,1436.0,729.0,969.0,1276.0,1338.0,1423.0,1364.0,1314.0,409.0,1351.0
1176.0,1429.0,1314.0,1427.0,1293.0,1274.0,1330.0,1431.0,1351.0,1364.0,1162.0,1436.0,1160.0,1354.0,1393.0,1172.0,43.0,1338.0,1185.0,1276.0,1170.0
951.0,1293.0,1364.0,268.0,1391.0,43.0,525.0,1343.0,98.0,681.0,1171.0,1330.0,20.0,124.0,164.0,1164.0,260.0,1166.0,1351.0,1431.0,508.0
751.0,930.0,686.0,880.0,732.0,1427.0,517.0,1008.0,268.0,968.0,1168.0,1271.0,495.0,1314.0,1351.0,1174.0,939.0,236.0,362.0,1313.0,232.0
1261.0,1052.0,1170.0,1354.0,1427.0,1338.0,1336.0,1053.0,1054.0,1293.0,1431.0,975.0,1276.0,1051.0,1160.0,1428.0,732.0,1260.0,1429.0,390.0,1364.0
763.0,151.0,609.0,316.0,1368.0,1162.0,880.0,1164.0,1293.0,1271.0,1338.0,1172.0,415.0,1330.0,12.0,237.0,162.0,379.0,607.0,1186.0,813.0
891.0,1330.0,1162.0,1431.0,725.0,12.0,33.0,353.0,1304.0,729.0,600.0,1276.0,1332.0,1427.0,409.0,969.0,682.0,43.0,939.0,260.0,268.0
1396.0,1427.0,1429.0,1357.0,1423.0,1330.0,1351.0,1276.0,1314.0,43.0,1368.0,1172.0,1162.0,1338.0,1436.0,1398.0,1437.0,1364.0,1052.0,1430.0,1271.0
1406.0,1427.0,1436.0,1185.0,1320.0,1338.0,1405.0,1160.0,1368.0,1431.0,1430.0,1429.0,43.0,1364.0,1052.0,151.0,1328.0,1162.0,1400.0,1351.0,1271.0
232.0,1170.0,1427.0,1429.0,1351.0,1368.0,1330.0,1271.0,732.0,43.0,1172.0,53.0,1162.0,1276.0,1396.0,981.0,1398.0,1304.0,1338.0,880.0,1393.0
681.0,1429.0,1293.0,1330.0,1364.0,1314.0,1436.0,1393.0,1427.0,1160.0,1274.0,1338.0,1185.0,1431.0,43.0,1351.0,124.0,1360.0,1368.0,1354.0,1165.0
495.0,732.0,1427.0,1405.0,981.0,1271.0,1396.0,1368.0,1351.0,1330.0,1338.0,1314.0,1436.0,232.0,1276.0,1320.0,880.0,1328.0,53.0,1364.0,1170.0
132.0,1314.0,1164.0,1338.0,939.0,1052.0,723.0,1427.0,1163.0,1431.0,510.0,809.0,1422.0,722.0,362.0,1351.0,12.0,1436.0,606.0,353.0,1293.0
1058.0,732.0,1150.0,1271.0,193.0,1430.0,1328.0,1356.0,1351.0,1368.0,1398.0,1185.0,1280.0,1362.0,1276.0,1060.0,109.0,1427.0,943.0,1364.0,1054.0
1271.0,1429.0,1162.0,1368.0,1364.0,1393.0,1427.0,1320.0,1219.0,1314.0,1351.0,1328.0,1436.0,1160.0,1304.0,1400.0,1305.0,1330.0,1172.0,1170.0,732.0
686.0,930.0,880.0,751.0,517.0,1008.0,268.0,1330.0,1427.0,968.0,1276.0,390.0,1304.0,1172.0,1278.0,1271.0,1168.0,437.0,793.0,1170.0,1329.0
1391.0,1330.0,1429.0,1427.0,1437.0,1364.0,1436.0,1293.0,1336.0,1354.0,1398.0,1305.0,1351.0,1160.0,1395.0,1431.0,1172.0,164.0,1314.0,1053.0,910.0
1306.0,812.0,142.0,1332.0,1368.0,162.0,981.0,727.0,153.0,910.0,782.0,337.0,887.0,1324.0,491.0,1145.0,1429.0,1174.0,1431.0,349.0,1169.0
981.0,1429.0,1431.0,1271.0,1305.0,1162.0,1427.0,1172.0,43.0,1170.0,1293.0,1393.0,1314.0,1330.0,1436.0,1276.0,53.0,1052.0,1185.0,1338.0,732.0
239.0,1431.0,1330.0,1170.0,681.0,725.0,1172.0,1171.0,600.0,33.0,1164.0,729.0,593.0,1304.0,1429.0,1364.0,43.0,1336.0,812.0,444.0,1423.0
1186.0,1427.0,1052.0,1429.0,1330.0,1170.0,1368.0,1351.0,1162.0,1338.0,1364.0,1160.0,1354.0,1436.0,1276.0,1271.0,1320.0,1423.0,1293.0,1053.0,43.0
1008.0,930.0,686.0,751.0,880.0,517.0,268.0,1274.0,651.0,968.0,1176.0,1395.0,1391.0,1168.0,1271.0,221.0,112.0,1317.0,1054.0,1364.0,124.0
793.0,1427.0,1276.0,1386.0,1330.0,1430.0,1278.0,1172.0,1368.0,1338.0,1351.0,981.0,1364.0,1360.0,1185.0,880.0,1329.0,1398.0,1396.0,1304.0,1296.0
455.0,1422.0,1165.0,1427.0,1293.0,658.0,1304.0,1431.0,390.0,1432.0,981.0,53.0,1354.0,20.0,525.0,723.0,600.0,880.0,1368.0,1430.0,749.0
444.0,1429.0,1172.0,43.0,1293.0,1431.0,1436.0,1162.0,812.0,1330.0,1354.0,29.0,969.0,1052.0,1304.0,1338.0,729.0,151.0,1276.0,250.0,1351.0
634.0,1429.0,1052.0,29.0,1293.0,43.0,1162.0,1172.0,1436.0,12.0,1330.0,1431.0,1391.0,1271.0,1305.0,1400.0,969.0,1163.0,1304.0,146.0,1423.0
1418.0,1271.0,1364.0,1163.0,1274.0,1400.0,1431.0,1436.0,1398.0,732.0,1430.0,1427.0,1296.0,1405.0,1330.0,1338.0,1150.0,477.0,1332.0,1185.0,193.0
1055.0,1431.0,1429.0,1314.0,1172.0,1170.0,1185.0,1424.0,1427.0,1354.0,1336.0,43.0,1164.0,1330.0,1426.0,1436.0,1054.0,1053.0,237.0,1351.0,1171.0
766.0,1427.0,1162.0,1429.0,1330.0,1364.0,1431.0,725.0,1436.0,1351.0,729.0,1160.0,409.0,33.0,1175.0,1338.0,1172.0,241.0,969.0,1320.0,12.0
1017.0,1314.0,1364.0,1436.0,1431.0,1351.0,1429.0,1427.0,1170.0,124.0,1164.0,151.0,260.0,1052.0,1430.0,1336.0,1398.0,1338.0,1305.0,1293.0,1185.0
705.0,1364.0,1429.0,1185.0,1431.0,1338.0,1330.0,1427.0,1293.0,43.0,1436.0,1428.0,1432.0,1304.0,1298.0,1360.0,1162.0,1164.0,1276.0,1314.0,1367.0
1038.0,1271.0,2.0,510.0,1050.0,1170.0,1435.0,812.0,1426.0,143.0,795.0,1171.0,1165.0,764.0,1400.0,1336.0,1159.0,996.0,181.0,542.0,68.0
996.0,1429.0,681.0,1436.0,43.0,1431.0,1293.0,1330.0,1354.0,29.0,1172.0,1176.0,1360.0,1393.0,943.0,1162.0,1368.0,1351.0,1423.0,109.0,1338.0
1075.0,43.0,1368.0,1276.0,1330.0,1185.0,1052.0,164.0,1336.0,586.0,1314.0,1338.0,1163.0,1077.0,1162.0,36.0,1186.0,1416.0,749.0,109.0,651.0
244.0,1357.0,1185.0,1429.0,1172.0,651.0,1314.0,1330.0,43.0,1398.0,1338.0,1436.0,1351.0,50.0,1368.0,1332.0,609.0,151.0,667.0,681.0,1428.0
809.0,1052.0,1338.0,1364.0,1430.0,1330.0,1293.0,1304.0,1398.0,415.0,1164.0,1170.0,1422.0,1160.0,1427.0,1332.0,1276.0,379.0,1368.0,151.0,723.0
158.0,1162.0,1293.0,1429.0,1354.0,1364.0,1368.0,1163.0,1271.0,1172.0,1330.0,1160.0,1274.0,1436.0,844.0,1431.0,1314.0,98.0,1165.0,955.0,12.0
1173.0,1357.0,1314.0,1430.0,1172.0,1354.0,1271.0,1274.0,695.0,1163.0,1416.0,108.0,1304.0,1429.0,193.0,1425.0,43.0,1386.0,444.0,1432.0,1160.0
74.0,1429.0,1293.0,43.0,1431.0,1364.0,1162.0,1172.0,1351.0,1160.0,1427.0,1314.0,1330.0,1393.0,1338.0,1436.0,29.0,1276.0,12.0,1185.0,120.0
53.0,1314.0,1330.0,1271.0,1429.0,1427.0,1185.0,1162.0,1160.0,981.0,1364.0,1436.0,1368.0,1274.0,1430.0,658.0,1393.0,1431.0,1176.0,1305.0,732.0
1198.0,1364.0,1429.0,1175.0,1274.0,651.0,1293.0,1160.0,1054.0,1330.0,1304.0,1314.0,116.0,1162.0,164.0,1163.0,1170.0,1172.0,1368.0,193.0,124.0
268.0,1293.0,1431.0,1393.0,1330.0,1364.0,1429.0,1185.0,124.0,1343.0,20.0,1427.0,1276.0,600.0,1351.0,1162.0,98.0,1398.0,43.0,1336.0,1170.0
957.0,1429.0,1431.0,1330.0,43.0,1293.0,1427.0,1436.0,1172.0,1364.0,1351.0,1162.0,1437.0,12.0,33.0,1305.0,29.0,1314.0,1276.0,1165.0,1391.0
479.0,1429.0,1185.0,1427.0,1431.0,1314.0,1338.0,1430.0,1276.0,53.0,939.0,1172.0,722.0,362.0,1368.0,1160.0,1360.0,1055.0,43.0,221.0,892.0
422.0,1429.0,1170.0,1431.0,1293.0,43.0,1172.0,29.0,1330.0,1162.0,1436.0,969.0,1305.0,1338.0,729.0,1423.0,12.0,33.0,1364.0,1276.0,1360.0
668.0,1162.0,1430.0,1185.0,1170.0,1431.0,1368.0,1386.0,1406.0,585.0,1305.0,1052.0,1183.0,268.0,525.0,1363.0,20.0,1429.0,43.0,109.0,310.0
525.0,1293.0,1364.0,20.0,1185.0,1330.0,268.0,684.0,1343.0,1427.0,1336.0,1164.0,1054.0,1172.0,1171.0,1429.0,1431.0,681.0,43.0,1170.0,1304.0
9.0,1391.0,1436.0,98.0,18.0,1431.0,1432.0,237.0,1028.0,825.0,1271.0,1164.0,1053.0,108.0,1163.0,1430.0,682.0,26.0,955.0,622.0,1044.0
510.0,1429.0,1293.0,1330.0,43.0,1354.0,1431.0,1172.0,1170.0,1314.0,1162.0,1343.0,1364.0,29.0,1351.0,1436.0,1432.0,1393.0,1276.0,1338.0,1427.0
1412.0,1393.0,1400.0,1405.0,1158.0,1328.0,1271.0,1162.0,1320.0,898.0,1313.0,1406.0,1324.0,679.0,1293.0,732.0,939.0,1332.0,1314.0,1296.0,1052.0
100.0,1400.0,1368.0,1364.0,1304.0,1305.0,693.0,732.0,1017.0,1225.0,131.0,1164.0,57.0,1174.0,1313.0,1405.0,1314.0,1430.0,1185.0,1354.0,809.0
1350.0,1293.0,1343.0,1436.0,1364.0,1429.0,1185.0,1431.0,1332.0,1393.0,1330.0,1351.0,1314.0,1162.0,1317.0,1274.0,1427.0,1170.0,1053.0,1172.0,1395.0
1078.0,1263.0,1165.0,1330.0,1282.0,1398.0,390.0,919.0,51.0,,,,,,,,,,,,
110.0,1436.0,1162.0,681.0,1330.0,729.0,241.0,1431.0,1368.0,124.0,1351.0,1172.0,462.0,1364.0,1427.0,1360.0,43.0,1314.0,1332.0,1159.0,1163.0
882.0,1431.0,1330.0,33.0,725.0,1364.0,1172.0,729.0,477.0,1170.0,1163.0,43.0,1429.0,1164.0,957.0,151.0,260.0,1436.0,1304.0,1354.0,969.0
653.0,1328.0,,,,,,,,,,,,,,,,,,,
1044.0,1431.0,1293.0,681.0,1429.0,98.0,1430.0,1393.0,124.0,268.0,1427.0,1314.0,1338.0,1436.0,1364.0,1185.0,1391.0,241.0,1160.0,1368.0,462.0
1409.0,1330.0,1427.0,1429.0,1162.0,1296.0,1172.0,1160.0,1276.0,1367.0,1271.0,1351.0,1430.0,241.0,1436.0,1400.0,1338.0,1393.0,1360.0,1278.0,1364.0
1219.0,1271.0,1025.0,1170.0,1410.0,1166.0,1356.0,1320.0,463.0,1396.0,1280.0,1185.0,1402.0,981.0,1368.0,880.0,1324.0,1411.0,721.0,491.0,54.0
1437.0,1427.0,1304.0,1429.0,1330.0,1391.0,1185.0,1314.0,1160.0,1400.0,1351.0,1436.0,1354.0,1430.0,1364.0,1276.0,1271.0,1431.0,1396.0,1172.0,1386.0
1124.0,237.0,1422.0,1292.0,1439.0,1387.0,1427.0,1160.0,1364.0,1338.0,1429.0,1436.0,1320.0,1305.0,1176.0,409.0,1394.0,1351.0,12.0,1296.0,1162.0
968.0,1431.0,1293.0,1429.0,1162.0,268.0,930.0,1052.0,1368.0,686.0,1185.0,891.0,525.0,1314.0,751.0,1430.0,43.0,1406.0,910.0,1436.0,1025.0
965.0,1364.0,1431.0,1336.0,1436.0,20.0,98.0,1429.0,1330.0,1056.0,1163.0,1160.0,124.0,1055.0,955.0,844.0,122.0,1172.0,1426.0,1170.0,1185.0
632.0,1429.0,1293.0,1427.0,1343.0,1393.0,1332.0,1338.0,1431.0,1436.0,1350.0,1162.0,43.0,1336.0,1360.0,1317.0,1428.0,1314.0,1354.0,1422.0,1185.0
0.0,237.0,1422.0,1439.0,1292.0,761.0,1387.0,1429.0,193.0,1054.0,1124.0,1364.0,1296.0,1278.0,1328.0,122.0,297.0,583.0,336.0,1271.0,427.0
1047.0,1429.0,1427.0,1185.0,120.0,1436.0,1162.0,1357.0,1314.0,1174.0,1364.0,1338.0,1172.0,193.0,241.0,1024.0,1170.0,1351.0,1398.0,1394.0,1155.0
1206.0,1328.0,681.0,1402.0,427.0,1304.0,749.0,250.0,782.0,959.0,939.0,1180.0,1053.0,880.0,727.0,1356.0,1442.0,1271.0,324.0,843.0,1400.0
1401.0,1150.0,193.0,1162.0,732.0,353.0,1271.0,1356.0,1280.0,1362.0,891.0,349.0,1336.0,1278.0,109.0,151.0,1185.0,1412.0,153.0,1328.0,1398.0
1232.0,43.0,1305.0,1314.0,1336.0,1163.0,1160.0,1430.0,732.0,1406.0,585.0,1052.0,1183.0,668.0,1431.0,1185.0,390.0,1363.0,1170.0,1416.0,1282.0
1114.0,1393.0,1162.0,1293.0,1364.0,213.0,57.0,1271.0,865.0,880.0,1281.0,1299.0,1330.0,1396.0,821.0,559.0,194.0,981.0,1185.0,729.0,221.0
323.0,1364.0,1396.0,1423.0,1052.0,1427.0,844.0,1304.0,43.0,1436.0,910.0,1051.0,1162.0,695.0,1172.0,1276.0,462.0,130.0,1016.0,898.0,1420.0
